Album,Artist,Genre,Label,Producer,Release Date,Meta Score
The Awakening,P.O.D.,"['alternative metal', ' christian metal', ' nu metal', ' rap metal']","['universal', ' t boy']",['howard benson'],Aug 21 2015,
Up,Pop Evil,"['hard rock', ' alternative metal', ' post grunge', ' pop rock']",['eone music'],['adam kasper'],Aug 21 2015,
Routine Breathing,Slaves,"['post hardcore', ' experimental rock']",['artery'],['cameron mizell'],Aug 21 2015,
High Country,The Sword,"['heavy metal', ' stoner metal', ' hard rock']",['razor & tie'],['adrian quesada'],Aug 21 2015,
Dogma,The Gazette,['rock'],['sony'],,Aug 26 2015,
Inanimate Objects,Atlas Genius,"['alternative rock', ' indietronica', ' synthpop']",['warner bros.'],"['atlas genius', ' frederik thaae']",Aug 28 2015,
Depression Cherry,Beach House,"['indie rock', ' dream pop']","['sub pop', ' bella union', ' mistletone']","['beach house', ' chris coady']",Aug 28 2015,
The Brimstone Sluggers,Crazy Town,['rap rock'],['membran'],['epic mazur'],Aug 28 2015,
Poison Season,Destroyer,"['chamber pop', ' sophisti pop']","['merge', ' dead oceans']","['david carswell', ' daniel bejar']",Aug 28 2015,
Feline,Ella Eyre,"['r&b', ' pop ', ' neo soul']",['virgin emi'],"['jarrad rogers', ' ilya', ' oscar görres', ' alexander kronlund', ' dj fresh', ' sigma', ' sigala']",Aug 28 2015,
What Went Down,Foals,"['indie rock', ' alternative rock', ' math rock']",['transgressive'],['james ford'],Aug 28 2015,
Badlands,Halsey,"['electropop', ' synthpop', ' indie pop']","['astralwerks', ' capitol']","['aron forbes', ' captain cuts', ' charlie hugall', ' chris spilfogel', ' dylan scott', ' dylan william', ' heavy mellow', ' justyn pilbrow', ' lido', ' sam miller', ' tim anderson', ' tim larcombe', ' trevor simpson']",Aug 28 2015,
Slowtown Now!,Holly Golightly,['indie rock'],['damaged goods'],['holly golightly'],Aug 28 2015,
Songs of Survival,Kill Matilda,['punk rock'],['little heart records'],['garth richardson'],Aug 28 2015,
Bad Magic,Motörhead,"['heavy metal', ' speed metal', ' hard rock']",['udr gmbh'],['cameron webb'],Aug 28 2015,
Twelvefour,The Paper Kites,"['indie rock', ' folk rock']","['wonderlick', ' sony australia', ' nettwerk']",['phil ek'],Aug 28 2015,
Nheengatu ao Vivo,Titãs,"['punk rock', ' rock']",['som livre'],,Aug 28 2015,
Beauty Behind the Madness,The Weeknd,"['pbr&b', ' r&b', ' pop']","['republic', ' xo']","['ali payami', ' ben ""billions"" diehl', ' che pope', ' danny boy styles', ' illangelo', ' jason ""daheala"" quenneville', ' kanye west', ' labrinth', ' mano 4 treated crew', ' max martin', ' mike dean', ' million $ mano', ' omar riad', ' peter svensson', ' stephan moccio', ' the weeknd']",Aug 28 2015,
Stuff Like That There,Yo La Tengo,['indie rock'],['matador'],,Aug 28 2015,
Miley Cyrus & Her Dead Petz,Miley Cyrus,"['experimental', ' psychedelic']",['smiley miley'],"['a+', ' d. coyne', ' the flaming lips', ' jon baken', ' mike will made it', ' miley cyrus', ' oren yoel', ' resource', ' ryder ripps']",Aug 30 2015,
Cast in Steel,a-ha,"['alternative rock', ' pop']",['universal'],"['a ha', ' paul waaktaar savoy']",Sept 4 2015,
23 Live Sex Acts,Against Me!,['punk rock'],"['total treble music', ' ingrooves']",,Sept 4 2015,
Got Your Six,Five Finger Death Punch,"['heavy metal', ' groove metal']",['prospect park'],"['kevin churko', ' five finger death punch']",Sept 4 2015,
Oh Wonder,Oh Wonder,"['indie pop', ' electropop', ' synthpop']",['independent music'],,Sept 4 2015,
"Love, Fear and the Time Machine",Riverside,['progressive rock'],['insideout'],"['magda and robert srzedniccy', ' riverside']",Sept 4 2015,
Deeply Rooted,Scarface,['hip hop'],"['facemob music', ' bmg']","['arthur mcarthur', ' amir epstein', ' chuck heat', ' cardiak', ' dj buddha', ' ervin pope', ' j. baum', ' the key', ' luke walker', ' m. mac', ' mike dean', ' nottz', ' n.o. joe', ' spuf don', ' scarface']",Sept 4 2015,
Wild,Troye Sivan,"['electropop', ' dream pop']","['emi music australia', ' capitol']","['alex hope', ' slums', ' alex jl hiew', ' inscore', ' pip norman', ' caleb nott', ' dann hume']",Sept 4 2015,
Los Vaqueros: La Trilogía,Wisin,"['reggaeton', ' electropop', ' latin pop']",['sony music latin'],"['david cabrera', ' egbert rosa', ' eric pērez', ' federico vindver', ' juan santana', ' jumbo', ' marcos a. rámírez', ' victor r. torres']",Sept 4 2015,
No No No,Beirut,"['indie folk', ' balkan folk']",['4ad'],"['gabe wax', ' zach condon']",Sept 11 2015,
The Calm Before the Storm,Colton Dixon,['ccm'],"['sparrow', ' capitol cmg']",,Sept 11 2015,
Thirty One,Jarryd James,['indie pop'],"['dryden street', ' universal australia']",['joel little'],Sept 11 2015,
Picking Up the Pieces,Jewel,['folk pop'],['sugar hill'],['jewel'],Sept 11 2015,
Kylie + Garibay,Kylie + Garibay,"['electropop', ' synthpop', ' dance pop']","['parlophone', ' warner bros.']","['fernando garibay', ' giorgio moroder']",Sept 11 2015,
I Am,Leona Lewis,"['pop', ' soul']","['island', ' def jam']","['eg white', ' james elliot', ' kevin anyaeji', ' leona lewis', ' naughty boy', ' tms', ' toby gad', ' wayne wilkins']",Sept 11 2015,
Between II Worlds,Nero,"['electronic rock', ' electro house', ' dubstep', ' drum and bass', '']","['mta', ' mercury']",['nero'],Sept 11 2015,
Da' Nic,TIP,['hip hop'],"['king inc.', ' grand hustle', ' empire']","['clifford ""tip"" harris', ' jazzfeezy', ' league of starz', ' london on da track', ' mars', ' scena', ' shonuff']",Sept 11 2015,
The Ann Wilson Thing! - #1,Ann Wilson,['pop rock'],['rounder'],,Sept 18 2015,
To Those Left Behind,blessthefall,"['metalcore', ' melodic metalcore']",['fearless'],['joey sturgis'],Sept 18 2015,
Digital Vein,David Cook,['rock'],['analog heart'],"['chris reardon', ' david cook']",Sept 18 2015,
Woman,Jon Stevens,['rock'],['social family'],"['jon stevens', ' sam iervasi']",Sept 18 2015,
Hysteria,Katharine McPhee,['pop'],['eone'],"['aaron joseph', ' chris braide', ' isabella summers', ' jon castelli', ' luke atlas', ' rob wells', ' slaptop', ' smith carlson']",Sept 18 2015,
The State I'm In,Leigh Nash,['country'],['one son records'],['brendan benson'],Sept 18 2015,
The Color Clear,Reflections,"['metalcore', ' progressive metal']","['eone', ' good fight']",['will putney'],Sept 18 2015,
Wishes,RHODES,['folk'],['rhodes music'],"['birdy', ' rhodes']",Sept 18 2015,
In the Cards,Robert DeLong,"['electronica', ' edm', ' indietronica', ' moombahton']",['glassnote'],"['andrew goldstein', ' emanuel kiriakou', ' robert delong']",Sept 18 2015,
Turnpike Troubadours,Turnpike Troubadours,['country rock'],['bossier city records'],,Sept 18 2015,
What a Time to Be Alive,Drake & Future,['hip hop'],"['a1', ' cash money', ' epic', ' freebandz', ' republic', ' young money']","['allen ritter', ' boi 1da', ' frank dukes', ' metro boomin', ' neenyo', ' detail', ' noah ""40"" shebib', ' southside']",Sept 20 2015,
Big Grams,Big Grams (Big Boi and Phantogram),['hip hop'],['epic'],"['9th wonder', ' phantogram', ' skrillex']",Sept 25 2015,
Dust and Disquiet,Caspian,"['post rock', ' instrumental rock', ' experimental', ' ambient', ' post metal']",['triple crown'],,Sept 25 2015,
Space 1992: Rise of the Chaos Wizards,Gloryhammer,['power metal'],['napalm'],['lasse lammert'],Sept 25 2015,
Automatic,Kaskade,"['dance', ' progressive house', ' deep house']","['arkade', ' warner bros.']","['ryan raddon', ' finn bjarson', ' christian karlsson', ' linus eklöw', ' carlos cid', ' cody tarpley', ' nathaniel motte', ' axident', ' john dahlbäck', ' michael mcgarity']",Sept 25 2015,
Chaotic Neutral,Matthew Good,['alternative rock'],['warner music canada'],['warne livesey'],Sept 25 2015,
Ire,Parkway Drive,['metalcore'],['epitaph'],['george hadji christou'],Sept 25 2015,
Sugar,Robin Schulz,['deep house'],"['tonspiel', ' warner']",['robin schulz'],Sept 25 2015,
Tangled Up,Thomas Rhett,['country'],['valory'],"['chris destefano', ' dann huff', ' jesse frasure', ' joe london']",Sept 25 2015,
Glitch,V V Brown,"['electronica', ' trip hop']",['yoy records'],"['james leggett', ' bunki']",Sept 25 2015,
L'amore si muove,Il Volo,"['pop', ' operatic pop']",['sony music latin'],"['celso valli', ' cheche alara', ' emilio estefan', ' michele torpedine']",Sept 25 2015,
No One Ever Tells You,Seth MacFarlane,"['easy listening', ' traditional pop', ' vocal jazz', ' big band']","['republic', ' fuzzy door productions']",['joel mcneely'],Sept 30 2015,
T R A P S O U L,Bryson Tiller,"['r&b', ' soul']",['rca'],"['ayo the producer', ' bagheera smoov', ' dope boi beatz', ' fade majah', ' fayo & chill', ' gravez', ' j louis', ' keyz', ' milli beatz', ' the mekanics', ' timbaland', ' sango', ' syk sense']",Oct 2 2015,
The Perfect Crime,Cold Chisel,['rock'],['cold chisel music'],['kevin shirley'],Oct 2 2015,
See What You Started by Continuing,Collective Soul,"['alternative rock', ' post grunge']",['vanguard'],['ed roland'],Oct 2 2015,
Kill the Flaw,Sevendust,['heavy metal'],"['asylum', ' 7bros.']",['sevendust'],Oct 2 2015,
Future Nostalgia,The Sheepdogs,"['rock', ' boogie rock', ' southern rock', ' blues rock']",['warner'],['ewan currie'],Oct 2 2015,
Chemicals,The Shoes,['electronic rock'],['green united music'],,Oct 2 2015,
Calling All Lovers,Tamar Braxton,['r&b'],"['epic', ' streamline records']","['afro steve', ' alessandro calemme', ' b.a.m.', ' blac elvis', ' blair taylor', ' brian alexander morgan', ' cedric ""dabenchwarma"" smith', ' da internz', ' darryl ""dj"" camper', ' dashawn ""happie"" white', ' gerald haddon', ' john henry gordon iv', ' l.a. reid', ' lee major', ' mel & mus', ' needlz and donut', ' polow da don', ' tamar braxton', ' theophilus antonel edmonds', ' tiffany fred', ' vincent herbert']",Oct 2 2015,
Hot Streak,The Winery Dogs,"['hard rock', ' blues rock']",['three dog music'],,Oct 2 2015,
Do It for Love,Alesha Dixon,"['r&b', ' uk garage', ' hip hop']",['precious stone records'],"['arno spires', ' bert elliott', ' chris ballard', ' count justice', ' harry sommerdahl']",Oct 9 2015,
Faithless 2.0,Faithless,"['trip hop', ' trance', ' dance', ' electronica']","['nates tunes', ' pias', ' ultra']","['avicii', ' eric prydz', ' armin van buuren', ' rollo armstrong', ' sister bliss']",Oct 9 2015,
Jamie Lawson,Jamie Lawson,['pop'],['gingerbread man records'],['will hicks'],Oct 9 2015,
Black Lines,Mayday Parade,"['alternative rock', ' pop punk']",['fearless'],['mike sapone'],Oct 9 2015,
What Dreams Are Made Of,R. City,"['reggae', ' hip hop']",['kemosabe'],"['dr. luke', ' r. city', ' cirkut', ' salaam remi', ' ricky reed']",Oct 9 2015,
Change Colours,Reece Mastin,['pop rock'],['social family records'],,Oct 9 2015,
Golgotha,W.A.S.P.,"['heavy metal', ' hard rock']",['napalm'],['blackie lawless'],Oct 9 2015,
Ace of Angels,AOA,"['j pop', ' electropop', ' dance pop']","['universal music japan', ' delicious deli records']",,Oct 14 2015,
Dopamine,BØRNS,"['indie pop', ' alternative rock', ' synthpop', ' psychedelic pop']",['interscope'],"['tommy english', ' john hill', ' jack kennedy herkel']",Oct 16 2015,
<I°_°I> (pronounced Robot),Caravan Palace,['electro swing'],['wagram'],,Oct 16 2015,
All Love Lost,Joe Budden,['hip hop'],['e1'],"['8 bars', ' araabmuzik', ' boi 1da', ' chigz', ' dj dahi', ' karon graham', ' louis bell', ' mr. fingaz', ' parks', ' vinylz']",Oct 16 2015,
Elements,Ludovico Einaudi,['classical'],['decca'],,Oct 16 2015,
Nothing But Thieves,Nothing But Thieves,['alternative rock'],['rca victor'],"['julian emery', ' jim irvin', ' dominic craik and larry hibbert']",Oct 16 2015,
Me 4 U,OMI,"['deep house', ' pop', ' reggae fusion']","['ultra', ' columbia']","['omi', ' clifton dillon', ' felix jaehn', ' matt james', ' frank buelles']",Oct 16 2015,
Pentatonix,Pentatonix,['a cappella'],['rca'],"['pentatonix', ' ben bram']",Oct 16 2015,
Uglier Than They Used ta Be,Ugly Kid Joe,"['rock', ' hard rock', ' heavy metal']","['metalville', ' ukj records']",['dave fortman'],Oct 16 2015,
To the North,Kari Rueslåtten,"['folk rock', ' acoustic']",,,Oct 22 2015,
Adore: Christmas Songs of Worship,Chris Tomlin,"['worship', ' ccm']","['sixsteps', ' sparrow']",['ed cash'],Oct 23 2015,
Molok,Gazpacho,['progressive rock'],['kscope'],,Oct 23 2015,
Sprained Ankle,Julien Baker,"['indie folk', ' indie rock']",['6131 records'],['julien baker'],Oct 23 2015,
Astoria,Marianas Trench,['rock'],"['604', ' cherrytree', ' interscope']",['josh ramsay'],Oct 23 2015,
Yours,Nathaniel,"['pop', ' r&b', ' soul']","['dna songs', ' sony australia']","['dna songs', ' david harris', ' louis schoorl', ' styalz fuego', ' nathaniel willemse', ' daniel kelaart']",Oct 23 2015,
Dreams of Childhood,Mark Kozelek and Nicolás Pauls,['spoken word'],['caldo verde'],['nicolás pauls'],Oct 27 2015,
Amy,Amy Winehouse and Antônio Pinto,"['film score', ' r&b', ' jazz', ' soul', ' neo soul']",['island'],"['mark ronson', ' salaam remi']",Oct 30 2015,
Papi Gordo,Carnage,"['big room', ' trap']",['ultra'],"['carnage', ' milo & otis', ' junkie kid', ' whyel', ' timmy trumpet', ' kshmr', ' dirtcaps', ' atmozfears', ' tomas barfod']",Oct 30 2015,
Hate Me,Escape the Fate,['post hardcore'],['eleven seven'],"['howard benson', ' michael carey']",Oct 30 2015,
Higher Than Here,James Morrison,"['pop', ' pop soul', ' adult contemporary']",['island'],"['fred cox', ' tim bran', ' jim eliot', ' martin terefe', ' steve robson', ' mark taylor', ' roy kerr', ' jon green', '']",Oct 30 2015,
Lalah Hathaway Live,Lalah Hathaway,"['r&b', ' soul', ' pop', ' neo soul']","['hathaway entertainment', ' eone music']","['terrace martin', ' robert glasper']",Oct 30 2015,
Mette Henriette,Mette Henriette,['jazz'],['ecm'],,Oct 30 2015,
Merry Christmas,Paulini,"['christmas', ' pop', ' r&b']",['ambition records'],,Oct 30 2015,
Volume,Skindred,['nu metal'],['napalm'],['james loughrey'],Oct 30 2015,
Eleven,Tina Arena,"['pop', ' r&b', ' soul']","['positive dream', ' emi']","['ash howe', ' joe cross', ' jon hume', ' michael fatkin', ' michael rendall', ' youth']",Oct 30 2015,
Refiloe,Cassper Nyovest,"['hip hop', ' motswako', ' house ', ' kwaito', ' afro pop', ' reggae']","['family tree', ' universal south africa']","['refiloe maele phoolo', ' alie keys', ' anatii', ' bass', ' beatjunky', ' black motion', ' dj cassanova', ' ganja beatz', ' gemini major', ' patrick lee', ' riky rick', ' tshego']",Oct 31 2015,
Cubistic Boogie,David Arthur Skinner,['jazz'],['losen'],,Oct 31 2015,
Ultimate Collection,Anastacia,"['pop', ' dance', ' rock', ' r&b', ' soul']",['sony'],"['sam watters', ' louis biancaniello', ' dallas austin', ' glen ballard', ' ric wake', ' richie jones', ' michael biancaniello', ' ben moody', ' jay baumgardner', ' john shanks', ' david hodges', ' the shadowmen', ' greg lawson', ' eros ramazzotti', ' claudio guidetti', ' mdl', ' tom meredith', ' ryan louder']",Nov 6 2015,
Dream,Angie Stone,['soul'],['shanachie'],"['candice c. nelson', ' sheldon ‘coz’ ellerby', ' teak underdue', ' the heavyweights & jason pennock', ' tim stewart', ' walter w. millsap iii', ' xavier t. gordon']",Nov 6 2015,
Playlist,Birds of Tokyo,"['alternative rock', ' indie rock']","['birds of tokyo', ' emi music australia']","['dave cooley', ' forrester savell', ' adam spark', ' scott horscroft']",Nov 6 2015,
Annoyance and Disappointment,Dawid Podsiadło,"['indie pop', ' pop rock', ' alternative']",['sony'],,Nov 6 2015,
Extreme Noise Terror,Extreme Noise Terror,"['hardcore punk', ' grindcore', ' crust punk']",['willowtip'],['mark harwood'],Nov 6 2015,
A Thousand Lifetimes,Joe Moore,['pop'],"['decca', ' universal australia']",['andy mak'],Nov 6 2015,
Hoffnung,Lacrimosa,"['gothic rock', ' dark wave']",['hall of sermon'],,Nov 6 2015,
Simili,Laura Pausini,"['latin pop', ' pop', ' electronic']",['warner italy'],,Nov 6 2015,
Interstellaires,Mylène Farmer,['pop'],['universal'],"['the avener', ' martin kierszenbaum']",Nov 6 2015,
What's Inside: Songs from Waitress,Sara Bareilles,"['pop rock', ' soul']",['epic'],"['neal avron', ' sara bareilles']",Nov 6 2015,
7,Seal,"['soul', ' r&b']",['warner bros.'],"['seal', ' trevor horn', ' jamie odell']",Nov 6 2015,
Kosmokoma,Steak Number Eight,"['post rock', ' sludge metal']",['indie'],,Nov 6 2015,
Smashing Anthems,Nana Mizuki,['j pop'],['king'],,Nov 11 2015,
Ben Haenow,Ben Haenow,"['pop', ' pop rock']","['syco', ' rca']","['afterhrs', ' smith carlson', ' electric', ' david gamson', ' jon green', ' jason halbert', ' collin mcloughlin', ' tim powell', ' red triangle', ' steve robson', ' j.r. rotem', ' john ryan', ' koz']",Nov 13 2015,
A Live Worship Experience,Casting Crowns,"['worship', ' ccm', ' christian rock', ' pop rock']","['beach street', ' reunion']",['mark a. miller'],Nov 13 2015,
Amor & Pasión,Il Divo,"['classical crossover', ' tango', ' bolero', ' mambo']","['syco', ' sony', ' columbia']",['julio reyes copello'],Nov 13 2015,
When the Morning Comes,A Great Big World,"['pop', ' pop rock']","['epic', ' black magnetic']","['dave eggar', ' dan romer', ' derek fuhrmann', ' greg holden', ' gregg wattenberg', ' josh kear', ' kevin kadish', ' mozella']",Nov 13 2015,
Similares,Laura Pausini,"['latin pop', ' pop', ' electronic']",['warner latina'],,Nov 13 2015,
The Time Has Come,Moke,,,,Nov 13 2015,
X Colour,Redlight,['edm'],['lobster boy'],,Nov 13 2015,
Christmas in Tahoe,Train,['christmas'],['universal'],['john goodmanson'],Nov 13 2015,
Between 0 and 1,AKB48,['j pop'],['king'],['yasushi akimoto'],Nov 18 2015,
New Beginning,Band-Maid,"['hard rock', ' heavy metal']",['gump'],,Nov 18 2015,
Toujours un ailleurs,Anggun,['pop'],['tf1'],"['frederic chateau', ' brian rawling']",Nov 20 2015,
Human Love,Newton Faulkner,['folk rock'],['bmg'],"['cam blackwood', ' empire of the sun']",Nov 20 2015,
Nine,Samantha Jade,"['dance pop', ' pop']",['sony music australia'],"['antonio dixon', ' babyface', ' dna', ' the fliptones', ' jon levine', ' khaled rohaim', ' mansur zafr', ' mdl', ' the rascals', ' tom meredith', ' trinity music']",Nov 20 2015,
Strangeulation Vol. II,Tech N9ne,['hip hop'],['strange music'],"['seven', ' tyler lyon']",Nov 20 2015,
Blood for Mercy,Yellow Claw,['trap'],['mad decent'],,Nov 20 2015,
Wake Up,The Vamps,['pop'],"['mercury', ' virgin emi']","['connor ball', ' tristan evans', ' carl falk', ' steve mac', ' ammar malik', ' matt prime', ' metrophonic', ' tobias karlsson', ' kevin sneverly', ' red triangle', ' rami yacoub', ' jay reynolds']",Nov 23 2015,
All American,Nick Carter,"['pop', ' pop rock', ' pop punk']",['kaotic'],['dan muckala'],Nov 25 2015,
Phoenix,Alyssa Reid,"['pop', ' r&b']",['wax records'],,Nov 27 2015,
White Light,The Corrs,['pop'],['east west'],"['the corrs', ' john shanks', ' chris young']",Nov 27 2015,
All the Hits Live,James Reyne,"['rock', ' australian rock']",['liberation music'],,Nov 27 2015,
On Ice,Nina K,['alternative'],['ninkina recordings'],,Nov 27 2015,
"The Most Beautiful Moment In Life, Part 2",BTS,"['hip hop', ' dance pop', ' r&b', ' k pop']",['big hit entertainment'],"['bang sihyuk', ' brother su', ' pdogg', ' slow rabbit', ' suga']",Nov 30 2015,
"Love, Sax and Flashbacks",Fleur East,"['r&b', ' pop', ' hip hop']",['syco'],"['afterhrs', ' babyface', ' benjamin miller', ' cutfather', ' daniel davidsen', ' electric', ' emanuel ""eman"" kiriakou', ' fraser t smith', ' ian kirkpatrick', ' julian bunetta', ' nick seeley', ' peter wallevik', ' pop & oak', ' rodney jerkins', ' sermstyle', ' simon cowell', ' tms', ' trevorious', ' wayne hector', ' zack the lad', ' zukhan bey']",Dec 4 2015,
Every Trick in the Book,Ice Nine Kills,"['metalcore', ' symphonic metal', ' post hardcore']",['fearless'],['steve sopchak'],Dec 4 2015,
Growing Pains,Maria Mena,['pop'],['sony'],"['martin sjølie', ' mats lie skåre']",Dec 4 2015,
The Great Unknown,Sarah Geronimo,"['pop', ' r&b', ' dance']",['viva'],"['sarah geronimo', ' civ fontanilla', '']",Dec 4 2015,
Life,Sigma,['drum and bass'],['3beat'],"['carl ryden', ' diztortion', ' hal ritson', ' michael angelo', ' majestic', ' sigala', ' sigma', ' tms']",Dec 4 2015,
Shut Up! and Listen,Smosh,['comedy'],,"['anthony padilla', ' ian hecox']",Dec 10 2015,
Untamed,Cam,['country'],"['arista nashville', ' rca']","['anders mouridsen', ' camaron ochs', ' douglas charles showalter', ' jeff bhasker', ' luke laird', ' tyler johnson', ' zachary werner']",Dec 11 2015,
#Horror : Original Score by EMA,EMA,['score'],['matador'],,Dec 11 2015,
Everything That Got Us Here,SECRETS,"['post hardcore', ' metalcore']","['rise', ' velocity records']","['andrew wade', ' tom denney']",Dec 11 2015,
Christmas & Chill,Ariana Grande,"['christmas', ' r&b', ' trap']",['republic'],"['ariana grande', ' magi', ' mr. franks', ' tommy brown', ' travis sayles']",Dec 18 2015,
Hard-Off,Bloodhound Gang,"['alternative rock', ' alternative hip hop', ' synthpop']",['jimmy franks'],['jimmy pop'],Dec 18 2015,
Life Through Bombardment Vol. 2,Eluvium,['ambient'],['temporary residence'],,Dec 18 2015,
LoveJo2,JoJo,"['edm', ' pop', ' dance', ' soul']",['atlantic'],"['noisecastle iii', ' soraya lapread', ' jordanxl', ' devin cruise', ' austin brown']",Dec 18 2015,
For My Love,Kesang Marstrand,['pop'],,['kesang marstrand'],Dec 18 2015,
Code Red,Monica,['r&b'],['rca'],"['danja', ' fatboi', ' hardwork', ' monica brown', ' polow da don', ' pop & oak', ' timbaland']",Dec 18 2015,
R.E.D,Tiwa Savage,"['pop', ' afropop', ' reggae']","['mavin', ' 323 entertainment']","['don jazzy', ' spellz', ' baby fresh', ' altims', ' p2j']",Dec 19 2015,
Summer in the Winter,Kid Ink,['hip hop'],['rca'],"['d.a. doman', ' dj mustard', ' the featherstones', ' j holt', ' k.e.', ' twice as nice']",Dec 25 2015,
LOVE BEBOP,MISIA,"['pop', ' soul', ' dance pop', ' r&b']",['ariola'],"['dj gomi', ' her0ism', ' hiroshi matsui', ' sakoshin', ' shirō sagisu', ' takayuki hattori', ' tohru shigemi']",Jan 6 2016,
A War Against You,Ignite,['melodic hardcore'],['century media'],['cameron webb'],Jan 8 2016,
Keep Up,KSI,"['british hip hop', ' grime']",['island'],"['d phantom', ' dj turkish', ' sway', ' zagor']",Jan 8 2016,
Joytime,Marshmello,"['future bass', ' progressive house', ' trap']",['joytime collective'],['marshmello'],Jan 8 2016,
Big World,Stevie McCrorie,['pop'],['decca'],,Jan 8 2016,
Amorphae,"Ben Monder, Pete Rende, Andrew Cyrille, Paul Motian",['jazz'],['ecm'],['sun chung'],Jan 15 2016,
The Casket Factory,Blaze Ya Dead Homie,"['gangsta rap', ' horrorcore']",['majik ninja'],"['the dead beatz', ' dj swamp', ' fritz the cat', ' seven']",Jan 15 2016,
Greatful,Classified,['hip hop'],"['halflife records', ' universal music canada']",['classified'],Jan 15 2016,
Cuzznz,Daz and Snoop,"['west coast hip hop', ' g funk']",['felder entertainment inc.'],"['daz dillinger', ' dâm funk', ' dj 2high', ' kjconteh', ' rick rock', ' snoop dogg']",Jan 15 2016,
Church Clothes 3,Lecrae,"['christian hip hop', ' conscious hip hop']",['reach'],"['black knight', ' epikh pro', ' gawvi', ' mykalife', ' ryan righteous', ' s1', ' shindo', ' vohnbeatz']",Jan 15 2016,
Nothing Shines Like Neon,Randy Rogers Band,['country'],['tommy jackson records'],['buddy cannon'],Jan 15 2016,
The Long Way Home,Show of Hands,['folk'],['hands on music'],['mark tucker'],Jan 15 2016,
One Night in Indy,Wes Montgomery,['hard bop'],['resonance'],"['george klabin', ' robert montgomery', ' zev feldman']",Jan 15 2016,
Debutante,Cait Brennan,['indie rock'],['alternative distribution alliance'],"['fernando perdomo', ' cait brennan']",Jan 22 2016,
The Boop-A-Doo,Cherry Poppin' Daddies,"['jazz', ' swing']",['space age bachelor pad records'],['steve perry'],Jan 22 2016,
Information,Eliot Sumner,,['island'],,Jan 22 2016,
Gamble for a Rose,King Charles,['folk rock'],['buffalo gang'],,Jan 22 2016,
Love Don't Live Here,Lionheart,"['hard rock', ' heavy metal']",['lhhc'],,Jan 22 2016,
Do Nothing till You Hear from Me,The Mute Gods,"['progressive rock', ' pop rock']",['insideout'],"['nick beggs', ' roger king']",Jan 22 2016,
Backbone,ROAM,['pop punk'],['hopeless'],['drew lawson'],Jan 22 2016,
Bloom,RÜFÜS,['alternative dance'],['sweat it out'],,Jan 22 2016,
We Come Apart,Sonya Kitchell,,['relativity media'],,Jan 22 2016,
Wild Youth,Steve Angello,"['indie rock', ' electro house']",['size'],"['an21', ' francesco rossi', ' saturday', ' monday', ' steve angello', ' stuart price', ' tom taped']",Jan 22 2016,
Klangkammer 2,Stian Omenås,['jazz'],['norcd'],['karl seglem'],Jan 22 2016,
4 ½,Steven Wilson,['progressive rock'],['kscope'],['steven wilson'],Jan 22 2016,
Sex Love & Pain II,Tank,['r&b'],['atlantic'],"['alvin isaacs', ' antoinette roberson', ' b. a. m.', ' bryan harrison', ' bryan nelson', ' chris brown', ' cynthia biggs', ' darrell ""delite"" allamby', ' dexter wansel', ' durrell babbs', ' eric bellinger', ' j. valentine', ' johnny stokes', ' kenneth dickerson', ' kenneth gamble', ' lincoln browder', ' mele moore', ' micah powell', ' michelle sherman', ' nicholas baker', ' olubowale akintimehin', ' rickey ""slikk"" offord', ' shawn stockman', ' trevor jackson', ' yo gotti', ' zena foster']",Jan 22 2016,
New City Blues,Aubrie Sellers,"['country', ' country pop']",['carnival'],,Jan 29 2016,
Ghostlights,Avantasia,"['symphonic metal', ' hard rock', ' power metal']",['nuclear blast'],"['sascha paeth', ' tobias sammet']",Jan 29 2016,
Memento,Ayumi Tanaka Trio,['jazz'],['amp music & records'],,Jan 29 2016,
When You Wish Upon a Star,Bill Frisell,['jazz'],['okeh'],['lee townsend'],Jan 29 2016,
Earthbound,Bury Tomorrow,['metalcore'],['nuclear blast'],['caleb shomo'],Jan 29 2016,
Bridges,Cavo,['hard rock'],['cavo music experience'],['matt noveskey'],Jan 29 2016,
American Appetite,Harriet,,['harvest'],,Jan 29 2016,
The 1984 Suite,Mike Oldfield,"['pop rock', ' progressive rock']",,"['mike oldfield', ' simon phillips']",Jan 29 2016,
Some Other Time – A Tribute to Leonard Bernstein,Nils Landgren with Janis Siegel,['jazz'],['act music'],"['nils landgren', ' siggi loch']",Jan 29 2016,
What Was Said,"Tord Gustavsen, Simin Tander, Jarle Vespestad",['jazz'],['ecm'],['manfred eicher'],Jan 29 2016,
10 Ways to Steal Home Plate,Wolfgang Gartner,['electro house'],['kindergarten records'],['wolfgang gartner'],Jan 29 2016,
Sensuous Chill,Yanni,"['easy listening', ' new age']","['portrait', ' sony masterworks']",['yanni'],Jan 29 2016,
Nous,Diane Birch,"['jazz', ' indie pop', ' soul', ' gospel']",['hymnpatia recordings'],['diane birch'],Jan 31 2016,
Act. 7,4Minute,"['k pop', ' edm', ' dance pop', ' hip hop']","['cube entertainment', ' universal']",,Feb 1 2016,
Barakah,Sami Yusuf,['spiritique'],['andante records'],,Feb 1 2016,
Made Series,BIGBANG,"['dance pop', ' pbr&b', ' hip hop']","['yg entertainment', ' avex trax']","['g dragon', ' teddy park', ' taeyang', ' p.k', ' dee.p', ' seo won jin', ' t.o.p']",Feb 3 2016,
