Album,Artist,Genre,Label,Producer,Release Date,Meta Score
Everything Now,Arcade Fire,"['pop rock', 'indie rock']",['columbia'],"['arcade fire', 'steve mackey', 'thomas bangalter', 'markus dravs']",Jul 28 2017,66.0
Paranormal,Alice Cooper,['pop rock'],"['ear music', 'earmusic']",['bob ezrin'],Jul 28 2017,72.0
A Black Mile to the Surface,Manchester Orchestra,['pop rock'],['loma vista'],"['john congleton', 'catherine marks', 'dan hannon']",Jul 28 2017,79.0
The Autobiography,Vic Mensa,"['hip hop', 'rap']","['roc nation', 'capitol']","['pharrell williams', 'rance', 'dj dahi', 'tricky stewart', 'mike dean', 'vic mensa', 'smoko ono', 'papi beatz', '"" ommas keith""', 'boots', 'no i.d.', 'kosine', 'the dream']",Jul 28 2017,71.0
From A Room: Volume 2,Chris Stapleton,"['southern rock', 'americana', 'country', 'southern soul']",['mercury nashville'],"['dave cobb', 'chris stapleton']",Dec 1 2017,80.0
Add Violence [EP],Nine Inch Nails,"['pop rock', 'industrial']",['the null corporation'],"['atticus ross', 'trent reznor']",Jul 21 2017,77.0
Goodnight Rhonda Lee,Nicole Atkins,['pop rock'],['single lock records'],,Jul 21 2017,83.0
Sacred Hearts Club,Foster the People,['pop rock'],['columbia'],,Jul 21 2017,56.0
Eucalyptus,Avey Tare,['pop rock'],['domino'],,Jul 21 2017,68.0
Mellow Waves,Cornelius,"['na', 'shibuya kei']","['rostrum', 'warner music japan']",['cornelius'],Jun 28 2017,74.0
What Do You Think About the Car?,Declan McKenna,"['pop rock', 'indie rock']",['columbia'],"['rostam batmanglij', 'james ford', 'max marlow']",Jul 21 2017,76.0
Lust for Life,Lana Del Rey,['pop rock'],"['interscope', 'polydor']","['max martin', 'benny blanco', 'rick nowels', 'lana del rey', 'emile haynie', 'kieron menzies', 'dean reid']",Jul 21 2017,77.0
Raskit,Dizzee Rascal,"['grime', 'rap', 'british hip hop']","['dirtee stank', 'island']",['dizzee rascal'],Jul 21 2017,78.0
Flower Boy,"Tyler, The Creator","['hip hop', 'rap']","['columbia', 'odd future']","['the creator', 'tyler']",Jul 21 2017,84.0
Out in the Storm,Waxahatchee,"['pop rock', 'alternative rock', 'indie rock']",['merge'],['john agnello'],Jul 14 2017,80.0
Mura Masa,Mura Masa,['electronic'],"['interscope', 'anchor point', 'downtown']",['mura masa'],Jul 14 2017,78.0
Soft Sounds From Another Planet,Japanese Breakfast,"['pop rock', 'experimental pop', 'lo fi']","['dead oceans records', 'dead oceans']","['craig hendrix', 'michelle zauner']",Jul 14 2017,83.0
Jungle Rules,French Montana,"['hip hop', 'rap']","['epic', 'bad boy']",['harry fraud'],Jul 14 2017,68.0
Kaleidoscope EP,Coldplay,"['pop rock', 'alternative rock']",['parlophone'],"['dj swivel', 'bill rahko', 'the chainsmokers', 'rik simpson']",Jul 14 2017,63.0
Issa Album,21 Savage,"['hip hop', 'trap', 'rap']","['epic', 'slaughter gang']",,Jul 7 2017,70.0
Hug of Thunder,Broken Social Scene,"['pop rock', 'baroque pop', 'indie rock']",['arts & crafts'],,Jul 7 2017,76.0
Something To Tell You,HAIM,['pop rock'],"['columbia', 'polydor']","['haim', 'bloodpop', 'ariel rechtshaid']",Jul 7 2017,69.0
Every Valley,Public Service Broadcasting,"['pop rock', 'rock']",['pias'],,Jul 7 2017,77.0
Chronology,Chronixx,['reggae'],"['soul circle', 'virgin emi', 'virgin']","['max glazer', 'bost & bim']",Jun 30 2017,83.0
Nothing Is Quick In The Desert,Public Enemy,"['hip hop', 'rap']",['self released'],,Jul 7 2017,71.0
Hydrograd,Stone Sour,"['pop rock', 'alternative metal']","['roadrunner records', 'roadrunner']","['jay ruston', 'stone sour']",Jun 30 2017,73.0
Mister Mellow,Washed Out,['pop rock'],['stones throw'],"['cole m. g. n.', 'ernest greene']",Jun 30 2017,70.0
4:44,Jay-Z,"['hip hop', 'rap']",['roc nation'],['no i.d.'],Jun 30 2017,82.0
TLC,TLC,"['soul', 'r&b']","['cooking vinyl', '852 musiq']","['dunlap exclusive', 'tipz', '""dmile""', 'knotch']",Jun 30 2017,63.0
B-Sides and Rarities,Beach House,"['pop rock', 'dream pop', 'indie rock']",['sub pop'],"['jason quever', 'rob girardi', 'chris coady', 'beach house']",Jun 30 2017,75.0
LANY,LANY,"['pop rock', 'electropop', 'alternative pop']","['interscope', 'polydor']",['lany'],Jun 30 2017,66.0
"Funk Wav Bounces, Vol. 1",Calvin Harris,['electronic'],['columbia'],['calvin harris'],Jun 30 2017,70.0
1967 – Sunshine Tomorrow,The Beach Boys,"['pop rock', 'rhythm and blues', 'soul']",['capitol'],,Jun 30 2017,80.0
Who Built the Moon?,Noel Gallagher's High Flying Birds,"['pop rock', 'psychedelic rock']","['sour mash', 'caroline']","['noel gallagher', 'david holmes']",Nov 24 2017,76.0
Together At Last,Jeff Tweedy,['pop rock'],"['dbpm', 'anti']",,Jun 23 2017,74.0
The Underside of Power,Algiers,"['pop rock', 'post punk', 'psychedelic soul', 'gospel']",['matador'],"['ali chant', 'ben greenberg', 'adrian utley']",Jun 23 2017,86.0
Murder of the Universe,King Gizzard & the Lizard Wizard,"['pop rock', 'psychedelic rock', 'acid rock', 'krautrock', 'progressive rock']","['ato', 'flightless', 'heavenly']",,Jun 23 2017,73.0
Big Fish Theory,Vince Staples,"['hip hop', 'rap']","['def jam', 'artium']",,Jun 23 2017,89.0
Evolve,Imagine Dragons,"['pop rock', 'rock']","['interscope', 'kidinakorner']","['imagine dragons', 'alexdakid']",Jun 23 2017,47.0
Dust,Laurel Halo,"['experimental pop', 'electronic']",['hyperdub'],,Jun 23 2017,84.0
Utopia,Björk,"['pop rock', 'ambient', 'electronica']",['one little indian'],"['rabit', 'björk', 'arca']",Nov 24 2017,82.0
Grateful,DJ Khaled,"['hip hop', 'trap', 'r&b', 'rap']","['epic', 'we the best']","['nic nac', 'danja', 'dj khaled', 'asahd khaled']",Jun 23 2017,61.0
Woodstock,Portugal. The Man,"['pop rock', 'rock']",['atlantic'],"['mike d', 'john hill']",Jun 16 2017,70.0
Crack-Up,Fleet Foxes,"['pop rock', 'indie folk']",['nonesuch'],,Jun 16 2017,81.0
Fake Sugar,Beth Ditto,"['southern rock', 'pop rock', 'pop']","['capitol', 'virgin']",['jennifer decilveo'],Jun 16 2017,74.0
Weather Diaries,Ride,"['pop rock', 'alternative rock', 'shoegazing']",['wichita'],['erol alkan'],Jun 16 2017,73.0
The Nashville Sound,Jason Isbell And The 400 Unit,"['pop rock', 'alternative country', 'americana']","['thirty tigers', 'southeastern records']",['dave cobb'],Jun 16 2017,82.0
How Did We Get So Dark?,Royal Blood,['pop rock'],['warner bros.'],['joylon thomas'],Jun 16 2017,71.0
Iteration,Com Truise,"['electronic', 'synthwave']",['ghostly international'],['com truise'],Jun 16 2017,72.0
Melodrama,Lorde,"['pop rock', 'alternative pop']","['republic', 'lava']","['jack antonoff', 'frank dukes', 'lorde']",Jun 16 2017,91.0
Abysmal Thoughts,The Drums,"['pop rock', 'indie pop', 'surf rock']",['anti'],,Jun 16 2017,77.0
BOOMIVERSE,Big Boi,"['hip hop', 'rap']",['epic'],"['big boi', 'dj dahi', 'dj khalil']",Jun 16 2017,70.0
Other,Alison Moyet,"['electropop', 'electronic']",['cooking vinyl'],['guy sigsworth'],Jun 16 2017,80.0
We're All Alright!,Cheap Trick,"['pop rock', 'hard rock', 'power pop']","['big machine', 'big machine records']",['julian raymond'],Jun 16 2017,69.0
Polygondwanaland,King Gizzard & the Lizard Wizard,"['pop rock', 'psychedelic rock', 'progressive rock', 'acid rock']",['ato'],['stu mackenzie'],Nov 17 2017,78.0
Pretty Girls Like Trap Music,2 Chainz,"['hip hop', 'rap']",['def jam'],"['cubeatz', 'murda beatz', 'fki', 'metro boomin', 'mike will made it', 'fki 1st', 'million $ mano', 'pharrell williams', 'mike dean', 'g. koop', 'buddah bless']",Jun 16 2017,82.0
Beautiful Thugger Girls,Young Thug,"['trap', 'country', 'r&b', 'hip hop', 'rap']","['atlantic', '300']","['london on da track', 'rex kudo', 'drake', 'billboard hitmakers', 'charlie handsome', 'blssd', 'wheezy', 'post malone', 'ben billions', 'scott storch', 'judge', 'young chop']",Jun 16 2017,84.0
The Architect,Paloma Faith,['pop rock'],"['rca', 'epic']","['paloma faith', 'jesse shatkin', 'eg white', 'sam klempner', 'jonathan green', 'samuel dixon', 'knox brown', 'jamie hartman', 'johnny ""ghostwriter"" harris', 'tms', 'starsmith', 'emre ramazanoglu', 'james f. reynolds', 'arnþór birgisson', 'thomas brenneck', 'homer steinweiss', 'klas åhlund']",Nov 17 2017,72.0
More Fast Songs About the Apocalypse,Moby and The Void Pacific Choir,"['electronic', 'electronica']","['mute', 'little idiot']",['moby'],Jun 12 2017,63.0
Cigarettes After Sex,Cigarettes After Sex,"['pop rock', 'slowcore', 'ambient pop', 'dream pop', 'shoegaze']",['partisan'],['greg gonzalez'],Jun 9 2017,75.0
Truth Is a Beautiful Thing,London Grammar,"['pop rock', 'dream pop', 'trip hop']","['metal & dust', 'ministry of sound']","['tom elmhirst', 'simon askew', 'london grammar', 'jon hopkins', 'myriot', 'greg kurstin', 'ben baptie', 'paul epworth']",Jun 9 2017,68.0
Ti Amo,Phoenix,['electronic'],"['glassnote entertainment group', 'glassnote']","['phoenix', 'pierrick devin']",Jun 9 2017,70.0
CHUCK,Chuck Berry,"['pop rock', 'rock and roll']","['dualtone music', 'dualtone']",['chuck berry'],Jun 9 2017,71.0
Lindsey Buckingham/Christine McVie,Lindsey Buckingham and Christine McVie,['pop rock'],"['atlantic', 'rhino']","['lindsey buckingham', 'mitchell froom']",Jun 9 2017,72.0
Planetarium,"Sufjan Stevens, Bryce Dessner, Nico Muhly, James McAlister",['pop rock'],['4ad'],,Jun 9 2017,72.0
Witness,Katy Perry,"['pop rock', 'dance pop']",['capitol'],"['max martin', 'ali payami', 'oscar holter', 'shellback']",Jun 9 2017,52.0
The Optimist,Anathema,"['pop rock', 'progressive rock']",['kscope'],['tony doogan'],Jun 9 2017,80.0
Wolves,Rise Against,['pop rock'],['virgin'],['nick raskulinecz'],Jun 9 2017,76.0
Adiós,Glen Campbell,"['rock', 'country', 'pop']","['big machine', 'universal music enterprises', 'universal']",['carl jackson'],Jun 9 2017,70.0
CTRL,SZA,"['neo soul', 'r&b', 'alternative r&b']","['rca', 'top dawg']","['thankgod4cody', 'the antydote', 'carter lang']",Jun 9 2017,86.0
Trouble Maker,Rancid,"['pop rock', 'punk rock']","['hellcat', 'epitaph']",['brett gurewitz'],Jun 9 2017,69.0
Revolution Come... Revolution Go,Gov't Mule,"['southern rock', 'pop rock', 'hard rock', 'blues rock']",['fantasy'],"['warren haynes', 'gordie johnson', 'don was']",Jun 9 2017,84.0
Binary,Ani DiFranco,"['folk', 'indie rock', 'folk rock']","['righteous babe', 'righteous babe records']",['ani difranco'],Jun 9 2017,77.0
...Of the Dark Light,Suffocation,"['pop rock', 'technical death metal']",['nuclear blast'],"['suffocation', 'joe cincotta']",Jun 9 2017,72.0
Blue Lips,Tove Lo,"['electropop', 'dance pop', 'pop']",['island'],"['jack & coke', 'gustav weber vernet', 'choukri gustmann', 'the struts', 'ali payami', 'lukas loules', 'alex hope']",Nov 17 2017,74.0
Relaxer,Alt-J,"['pop rock', 'indie rock']","['atlantic', 'infectious']",,Jun 2 2017,65.0
Dua Lipa,Dua Lipa,"['pop rock', 'pop']","['warner', 'warner bros.']","['digital farm animals', 'jon levine', 'ten ven', 'andrew wyatt', 'mnek', 'koz', 'rick nowels', 'tms', 'emile haynie', 'greg wells', 'jack tarrant', 'grades', 'jay reynolds', 'james flannigan']",Jun 2 2017,72.0
Is This the Life We Really Want?,Roger Waters,"['pop rock', 'rock']",['columbia'],['nigel godrich'],Jun 2 2017,72.0
Waiting on a Song,Dan Auerbach,"['pop rock', 'rock', 'pop']","['easy eye sound', 'nonesuch']",['dan auerbach'],Jun 2 2017,75.0
Home Counties,Saint Etienne,['alternative indie rock'],['heavenly'],"['gerard johnson', 'shawn lee', 'robin bennett', 'richard x', 'augustus', 'carwyn ellis']",Jun 2 2017,79.0
Low in High School,Morrissey,['pop rock'],['bmg'],['joe chiccarelli'],Nov 17 2017,59.0
Gone Now,Bleachers,"['synth pop', 'pop rock', 'indie electronic']",['rca'],['jack antonoff'],Jun 2 2017,71.0
City of No Reply,Amber Coffman,"['pop rock', 'indie pop', 'r&b', 'art pop']",['columbia'],['david longstreth'],Jun 2 2017,78.0
Hopeless Fountain Kingdom,Halsey,['pop rock'],['astralwerks'],"['benny blanco', 'lido', 'cashmere cat', 'ricky reed', 'greg kurstin', 'happy perez']",Jun 2 2017,66.0
Towards Language,Arve Henriksen,['jazz'],['rune grammofon'],"['jan bang', 'arve henriksen']",May 5 2017,82.0
Last Young Renegade,All Time Low,['alternative indie rock'],"['atlantic', 'fueled by ramen']",,Jun 2 2017,82.0
Two Parts Viper,'68,"['pop rock', 'blues rock', 'noise rock', 'punk rock']","['cooking vinyl', 'good fight']","['josh scogin', 'matt goldman']",Jun 2 2017,92.0
Life is Good,Flogging Molly,['pop rock'],['vanguard'],['joe chiccarelli'],Jun 2 2017,61.0
If All I Was Was Black,Mavis Staples,['r&b'],['anti'],['jeff tweedy'],Nov 17 2017,80.0
Different Days,The Charlatans UK,"['pop rock', 'madchester', 'britpop']",['bmg'],"['jim spencer', 'the charlatans']",May 26 2017,74.0
Diversions Vol. 4: The Songs and Poems of Molly Drake,The Unthanks,['folk'],"['rabble rouser', 'rabble rouser records']",['adrian mcnally'],May 26 2017,81.0
Black Laden Crown,Danzig,"['pop rock', 'hard rock', 'heavy metal']","['nuclear blast', 'evilive']",['glenn danzig'],May 26 2017,61.0
Teenage Emotions,Lil Yachty,"['hip hop', 'rap']","['quality control', 'motown', 'universal music', 'capitol']","['trapmoneybenny', 'earl', 'kevin ""coach k"" carter', 'wondagurl', 'pierre ""pee"" thomas', 'ricky racks', 'lex luger', 'tillie', 'reefer alston', 'dawn golden', '30 roc', 'mitus', 'r!o', 'thegoodperry', '"" pierre bourne""', 'the stereotypes', 'digital nas', 'diplo', 'd33j', 'iloveupeter', 'blssd', 'free school', 'k swisha']",May 26 2017,63.0
True to Self,Bryson Tiller,['r&b'],['rca'],"['ayo', 'swiff d', 'allen ritter', 'pro logic', 'hollywood hot sauce', 'wondagurl', 'frank dukes', 'illmind', 'mahxie', 'keyz', 'iamnobodi', 't minus', 'j louis', 'inkredibeatz', 'skyz muzik', 'corey cail', 'nes', 'beaux', 'rob holladay', 'francisgotheat', 'soundz', 'gravez', 'boi 1da', 'wow jones', 'teddy walton']",May 26 2017,63.0
World Be Gone,Erasure,"['synth pop', 'electronica']",['mute'],"['matty green', 'erasure']",May 19 2017,69.0
Modern Kosmology,Jane Weaver,['pop rock'],"['fire', 'fire records']",,May 19 2017,84.0
Goths,The Mountain Goats,"['pop rock', 'indie rock', 'indie folk']",['merge'],"['brandon eggleston', 'scott solter']",May 19 2017,83.0
One More Light,Linkin Park,"['pop rock', 'electropop', 'pop']","['warner', 'warner bros.']","['j.r. rotem', 'jesse shatkin', 'andrew bolooki', 'emily wright', 'rac', 'matthew tyler musto', 'brad delson', 'mike shinoda', 'andrew goldstein']",May 19 2017,46.0
Stubborn Persistent Illusions,Do Make Say Think,"['pop rock', 'post rock']",['constellation'],['do make say think'],May 19 2017,83.0
Black Origami,Jlin,"['footwork', 'electronic', 'electronica']",['planet mu'],['jlin'],May 19 2017,89.0
Party,Aldous Harding,['pop rock'],['4ad'],,May 19 2017,83.0
Shake the Shudder,!!! [Chik Chik Chik],"['pop rock', 'dance punk']",['warp'],['patrick ford'],May 19 2017,65.0
The King & I,Faith Evans and the Notorious B.I.G.,"['hip hop', 'r&b']",['rhino'],"['beatnick dee', 'preach bal4', 'battlecat', 'j. drew sheard ii', 'just blaze', 'salaam remi', 'dj premier', 'chucky thompson', 'james poyser', 'kevin mccall', 'sean ""puff daddy"" combs', 'faith evans', 'fredwreck', 'stevie j', 'lamar ""myguymars"" edwards', 'j. dub']",May 19 2017,48.0
Burials in Several Earths,Radiophonic Workshop,['electronic'],['room 13'],,May 19 2017,72.0
Reaching Into Infinity,DragonForce,"['speed metal', 'pop rock', 'power metal']",['metal blade'],['jens bogren'],May 19 2017,76.0
Neva Left,Snoop Dogg,"['gangsta rap', 'west coast hip hop', 'g funk', 'rap']","['doggystyle', 'empire', 'doggy style']","['brody brown', 'snoop dogg', 'mars', 'rick rock', 'big bub', 'dnyc3', 'musik majorx', 'j massive', 'kaytranada', 'mike & keys', 'badbadnotgood', 'dj battlecat', 'dr. evo', 'dupri']",May 19 2017,71.0
A Kind Revolution,Paul Weller,['pop rock'],"['warner bros.', 'parlophone']",,May 12 2017,86.0
Powerplant,Girlpool,['pop rock'],"['epitaph', 'anti']",,May 12 2017,80.0
Pageant,Pwr Bttm,"['garage rock', 'pop rock', 'indie rock', 'queercore']","['polyvinyl', 'big scary monsters']",['christopher daly'],May 12 2017,85.0
Romaplasm,Baths,['electronic'],"['tugboat records', 'anticon']",['baths'],Nov 17 2017,73.0
White Knight,Todd Rundgren,"['synth pop', 'pop rock', 'rock']",['cleopatra'],,May 12 2017,66.0
Harry Styles,Harry Styles,"['pop rock', 'soft rock']","['columbia', 'erskine']","['jeff bhasker', 'kid harpoon', 'alex salibian', 'tyler johnson']",May 12 2017,68.0
Welcome Home,Zac Brown Band,['country'],"['atlantic', 'elektra']",['dave cobb'],May 12 2017,58.0
After Laughter,Paramore,"['new wave', 'pop rock', 'power pop', 'synth pop', 'pop']","['atlantic', 'fueled by ramen', 'warner bros.']","['justin meldal johnsen', 'taylor york']",May 12 2017,82.0
Common Sense,J Hus,"['afrobeat', 'pop rock', 'dancehall', 'british hip hop']","['epic', 'black butter']","['tsb', 'joat music group', 'io', 'j hus', 'steel banglez', 'the compozers', 'mark crown', 'jae5']",May 12 2017,84.0
Kickin Child: Lost Columbia Album 1965,Dion,"['folk rock', 'rock']",['norton'],['tom wilson'],May 12 2017,94.0
Bloom,Machine Gun Kelly,"['hip hop', 'rap']","['interscope', 'bad boy', 'est 19xx', 'geffen']","['slimxx', 'jesse shatkin', 'baze', 'mgk', 'h money', 'sonny digital', 'edgar ""jv"" etienne', 'the runners', 'the monarch', 'the futuristics', 'happy perez']",May 12 2017,72.0
Pollinator,Blondie,"['new wave', 'pop rock', 'alternative rock', 'post punk revival']","['bmg rights management', 'bmg']",['john congleton'],May 5 2017,71.0
The Weather,Pond,"['pop rock', 'psychedelic rock', 'neo psychedelia']",['marathon artists'],['kevin parker'],May 5 2017,80.0
in•ter a•li•a,At the Drive-In,"['pop rock', 'post hardcore']",['rise'],"['rich costey', 'omar rodríguez lópez']",May 5 2017,70.0
In Spades,The Afghan Whigs,"['pop rock', 'alternative rock']",['sub pop'],['greg dulli'],May 5 2017,79.0
Slowdive,Slowdive,"['pop rock', 'dream pop', 'shoegazing']","['dead oceans records', 'dead oceans']",['slowdive'],May 5 2017,82.0
No Shape,Perfume Genius,"['pop rock', 'chamber pop', 'art pop']",['matador'],['blake mills'],May 5 2017,84.0
This Old Dog,Mac DeMarco,"['pop rock', 'psychedelic rock', 'indie rock']",['captured tracks'],['mac demarco'],May 5 2017,79.0
For Crying Out Loud,Kasabian,"['pop rock', 'space rock', 'electronica', 'neo psychedelia', 'electronic rock']","['columbia', 'sony music']",,May 5 2017,70.0
From A Room: Volume 1,Chris Stapleton,['country'],['mercury nashville'],"['dave cobb', 'chris stapleton']",May 5 2017,81.0
Everyday Is Christmas,Sia,"['christmas', 'holiday']","['atlantic', 'monkey puzzle']","['sia', 'greg kurstin']",Nov 17 2017,59.0
Compassion,Forest Swords,"['experimental', 'electronic']",['ninja tune'],['matthew barnes'],May 5 2017,79.0
Halo,Juana Molina,"['pop rock', 'folktronica']",['crammed discs'],"['odín schwartz', 'juana molina']",May 5 2017,84.0
Versus,Carl Craig,['electronic'],"['infiné', 'infine']",,May 5 2017,78.0
Turn Up the Quiet,Diana Krall,['jazz'],['verve'],"['tommy lipuma', 'diana krall']",May 5 2017,71.0
Everybody,Logic,"['hip hop', 'rap']","['visionary music group', 'def jam']","['deats', 'vontae thomas', '6ix', 'wallis lane', 'c sick', 'bobby campbell', 'pstmn', 'dj khalil', 'no i.d.', 'logic']",May 5 2017,65.0
All the Beauty in This Whole Life,Brother Ali,"['hip hop', 'rap']","['rhymesayers entertainment', 'new release']",['ant'],May 5 2017,80.0
Big Walnuts Yonder,Big Walnuts Yonder,['experimental'],['sargent house'],['tony maimone'],May 5 2017,72.0
Fresh Air,Faust,"['experimental', 'krautrock']",['bureau b'],,May 5 2017,76.0
TajMo,Taj Mahal and Keb' Mo',['blues'],['concord'],,May 5 2017,63.0
Gargoyle,Mark Lanegan Band,['pop rock'],"['heavenly', 'pias america']",['alain johannes'],Apr 28 2017,83.0
Volume 1,BNQT,"['pop rock', 'glam rock', 'soft rock', 'indie rock']","['bella union', 'dualtone music']",,Apr 28 2017,76.0
What Now,Sylvan Esso,"['pop rock', 'electronica', 'folk pop']","['loma vista', 'loma vista recordings']",,Apr 28 2017,75.0
Pleasure,Feist,['pop rock'],"['interscope', 'universal']","['feist', 'valgeir sigurðsson', 'mocky']",Apr 28 2017,80.0
Humanz,Gorillaz,"['alternative hip hop', 'trip hop', 'electronic', 'r&b']","['parlophone', 'warner bros.']","['gorillaz', 'remi kabaka', 'fraser t smith', 'the twilite tone']",Apr 28 2017,77.0
Visuals,Mew,"['pop rock', 'alternative rock']",['pias'],['mew'],Apr 28 2017,74.0
Sad Clowns & Hillbillies,John Mellencamp,['pop rock'],"['republic', 'island']",['john mellencamp'],Apr 28 2017,77.0
God's Problem Child,Willie Nelson,['country'],['legacy'],['buddy cannon'],Apr 28 2017,79.0
Strength of a Woman,Mary J. Blige,['r&b'],"['capitol', 'island']","['brandon ""b.a.m."" hodge', 'bigg d', 'hit boy', 'lamb', 'neff u', 'teddy riley', 'kaytranada', 'badbadnotgood', 'william tyler', 'darhyl camper jr.']",Apr 28 2017,74.0
Makes Me Sick,New Found Glory,"['pop rock', 'rock']","['hopeless records', 'hopeless']",['aaron sprinkle'],Apr 28 2017,67.0
The Walls Will Fall [EP],Terror,"['pop rock', 'hardcore punk']",['pure noise'],,Apr 28 2017,81.0
Shine,Wale,"['hip hop', 'rap']","['atlantic', 'maybach']","['super miles', 'go grizzly', 'the picard brothers', 'karen civil', 'inc.', 'dreamlife', 'cool & dre', 'christian rich', 'marcè reazon', 'don cannon', 'kane beatz', '808 ray', 'big ghost', 'sean momberger', 'diplo', 'majestic drama', 'ced brown', 'the dope boyz', 'spinz beats', 'nez & rio', 'dj money', 'lee major', 'vinay']",Apr 28 2017,65.0
Be Myself,Sheryl Crow,"['pop rock', 'rock']",['warner bros.'],"['sheryl crow', 'jeff trott']",Apr 21 2017,69.0
Narkopop,Gas,"['ambient', 'electronic']","['kompakt germany', 'kompakt']",['wolfgang voigt'],Apr 21 2017,86.0
Robyn Hitchcock,Robyn Hitchcock,"['pop rock', 'psychedelic rock', 'country rock']",['yep roc'],"['robyn hitchcock', 'brendan benson']",Apr 21 2017,80.0
Life. Love. Flesh. Blood,Imelda May,"['pop rock', 'soft rock', 'soul']","['verve', 'decca']","['t bone burnett', 'imelda may']",Apr 21 2017,73.0
Americana,Ray Davies,"['pop rock', 'rock']",['legacy'],"['john jackson', 'ray davies', 'guy massey']",Apr 21 2017,80.0
Wrangled,Angaleena Presley,"['americana', 'country']",['thirty tigers'],"['oran thornton', 'angaleena presley']",Apr 21 2017,83.0
Risk To Exist,Maxïmo Park,"['pop rock', 'rock']","['daylighting', 'cooking vinyl']",['tom schick'],Apr 21 2017,67.0
2016 Atomized,The Raveonettes,"['pop rock', 'shoegazing', 'noise pop', 'post punk revival']","['raveonettes', 'the beat dies']",['the raveonettes'],Feb 17 2017,79.0
8,Incubus,"['indie rock', 'rap metal', 'alternative rock', 'electronic music', 'pop']",['island'],"['skrillex', 'dave sardy', 'incubus']",Apr 21 2017,45.0
You Are We,While She Sleeps,"['pop rock', 'metalcore']","['sharptone', 'relativity entertainment', 'unfd']",['while she sleeps'],Apr 21 2017,84.0
Guppy,Charly Bliss,['pop rock'],['barsuk'],,Apr 21 2017,87.0
Novum,Procol Harum,"['pop rock', 'art rock', 'progressive rock']",['eagle rock'],['dennis weinreich'],Apr 21 2017,69.0
I Knew You When,Bob Seger,"['pop rock', 'rock']",['capitol'],['bob seger'],Nov 17 2017,61.0
Jump on Board,Texas,"['pop rock', 'alternative rock']",['bmg'],['johnny mcelhone'],Apr 21 2017,52.0
Love and War,Brad Paisley,['country'],"['arista nashville', 'arista']","['brad paisley', 'luke wooten']",Apr 21 2017,66.0
Season High,Little Dragon,"['synth pop', 'soul', 'electronic', 'downtempo']","['because music', 'loma vista recordings']",,Apr 14 2017,67.0
AZD,Actress,['electronic'],['ninja tune'],['actress'],Apr 17 2017,81.0
Jupiter Calling,The Corrs,['irish'],['east west'],['t bone burnett'],Nov 10 2017,58.0
DAMN.,Kendrick Lamar,"['hip hop', 'rap']","['interscope', 'top dawg', 'aftermath', 'roc nation']","['9th wonder', 'james blake', 'kuk harrell', 'yung exclusive', 'tae beast', 'greg kurstin', 'badbadnotgood', 'the alchemist', 'terrace martin', 'dr. dre', 'ricci riera', 'mike hector', 'sounwave', 'anthony ""top dawg"" tiffith', 'bēkon', 'dj dahi', 'mike will made it', 'steve lacy', 'cardo', 'teddy walton']",Apr 14 2017,95.0
The Search for Everything,John Mayer,"['pop rock', 'rock']","['columbia', 'sony music']","['john mayer', 'chad franscoviak', 'steve jordan']",Apr 14 2017,61.0
Playboi Carti [Mixtape],Playboi Carti,"['hip hop', 'rap', 'cloud rap']","['interscope', 'awge']","['roark bailey', 'ricci riciera', 'kasim got juice', 'southside', 'jstewonthebeat', 'pierre bourne', 'harry fraud', 'j. cash beats', 'cameron pitts', 'hit boy']",Apr 14 2017,69.0
That's Your Lot,Blaenavon,"['folk rock', 'pop rock', 'indie rock']","['canvasback', 'atlantic']",,Apr 7 2017,80.0
Kid Kruschev,Sleigh Bells,"['pop rock', 'noise pop']",['torn clean'],['sleigh bells'],Nov 10 2017,65.0
The  Far Field,Future Islands,"['synth pop', 'new wave', 'indie pop', 'alternative indie rock']",['4ad'],['john congleton'],Apr 7 2017,77.0
Silver/Lead,Wire,"['art punk', 'pop rock', 'alternative rock', 'post punk']","['pinkflag', 'pink flag']",,Mar 31 2017,77.0
Pure Comedy,Father John Misty,"['indie rock', 'indie folk', 'pop rock', 'soft rock', 'baroque pop']","['sub pop', 'bella union']","['joshua tillman', 'jonathan wilson']",Apr 7 2017,85.0
Whiteout Conditions,The New Pornographers,"['pop rock', 'indie rock']",['concord'],,Apr 7 2017,78.0
"Sincerely, Future Pollution",Timber Timbre,"['freak folk', 'country blues', 'pop rock', 'psychedelic folk', 'folk']","['arts & crafts', 'city slang']",,Apr 7 2017,78.0
Hopeless Romantic,Michelle Branch,['pop rock'],['verve'],"['gus seyffert', 'patrick carney']",Apr 7 2017,72.0
Arca,Arca,['electronic'],['xl'],['arca'],Apr 7 2017,87.0
All-Amerikkkan Bada$$,Joey Bada$$,"['hip hop', 'rap']","['pro era', 'cinematic music group', 'cinematic']","['1 900', 'joey badass', 'powers pleasant', 'chuck strangers', 'dj khalil', 'jake bowman', 'like', 'statik selektah', 'kirk knight', 'jonny shipes']",Apr 7 2017,75.0
August by Cake,Guided by Voices,"['pop rock', 'indie rock']","['rockathon', 'guided by voices']",,Apr 7 2017,70.0
Double Roses,Karen Elson,"['pop rock', 'rock']","['hot records', 'h.o.t. records ltd.']",,Apr 7 2017,72.0
Belladonna of Sadness,Alexandra Savior,['vocal'],['columbia'],['james ford'],Apr 7 2017,66.0
